pcd_file,weight,point_count,rounded_weight,mean_point_count_by_weight,point_count_percentage_deviation
1_split0_strawberry_dyson_lincoln_tbd__210_3.pcd,19.4,4463,19.0,5906.920863309352,-24.444560824882892
1_split0_strawberry_dyson_lincoln_tbd__211_2.pcd,22.1,5034,22.0,6256.660130718954,-19.541738006767165
1_split0_strawberry_dyson_lincoln_tbd__212_2.pcd,16.5,4149,16.0,5286.2164179104475,-21.512861525256472
1_split0_strawberry_dyson_lincoln_tbd__212_3.pcd,16.5,4211,16.0,5286.2164179104475,-20.339999971765486
1_split0_strawberry_dyson_lincoln_tbd__213_2.pcd,11.2,3146,11.0,4041.072463768116,-22.149379200527914
1_split0_strawberry_dyson_lincoln_tbd__213_3.pcd,11.2,1463,11.0,4041.072463768116,-63.79673927856717
1_split0_strawberry_dyson_lincoln_tbd__216_2.pcd,25.6,5504,26.0,7207.375,-23.633777901108243
1_split0_strawberry_dyson_lincoln_tbd__217_2.pcd,23.3,3917,23.0,5770.346534653465,-32.11846157805784
1_split0_strawberry_dyson_lincoln_tbd__218_2.pcd,35.3,6870,35.0,9817.666666666666,-30.024106203103244
1_split0_strawberry_dyson_lincoln_tbd__219_2.pcd,18.9,4847,19.0,5906.920863309352,-17.94371192431265
1_split0_strawberry_dyson_lincoln_tbd__219_3.pcd,18.9,4374,19.0,5906.920863309352,-25.95126799194214
1_split0_strawberry_dyson_lincoln_tbd__220_2.pcd,15.6,4018,16.0,5286.2164179104475,-23.99100448505194
1_split0_strawberry_dyson_lincoln_tbd__220_3.pcd,15.6,1578,16.0,5286.2164179104475,-70.14878175147136
1_split0_strawberry_dyson_lincoln_tbd__222_2.pcd,20.4,4232,20.0,5588.3515625,-24.271049294780298
1_split0_strawberry_dyson_lincoln_tbd__222_3.pcd,20.4,1545,20.0,5588.3515625,-72.35320679594412
1_split0_strawberry_dyson_lincoln_tbd__223_3.pcd,11.2,1640,11.0,4041.072463768116,-59.416713887115634
1_split0_strawberry_dyson_lincoln_tbd__224_3.pcd,38.9,6615,39.0,8277.333333333334,-20.08295747422681
1_split0_strawberry_dyson_lincoln_tbd__225_2.pcd,19.1,3912,19.0,5906.920863309352,-33.77260182544071
1_split0_strawberry_dyson_lincoln_tbd__225_3.pcd,19.1,4782,19.0,5906.920863309352,-19.04411603508626
1_split0_strawberry_dyson_lincoln_tbd__226_2.pcd,17.6,4719,18.0,5842.583333333333,-19.23093380496641
1_split0_strawberry_dyson_lincoln_tbd__226_3.pcd,17.6,4966,18.0,5842.583333333333,-15.003351827815885
1_split0_strawberry_dyson_lincoln_tbd__227_2.pcd,12.6,3685,13.0,4787.177777777778,-23.023539733454648
1_split0_strawberry_dyson_lincoln_tbd__228_3.pcd,20.1,4386,20.0,5588.3515625,-21.515317156641395
1_split0_strawberry_dyson_lincoln_tbd__229_2.pcd,20.0,4636,20.0,5588.3515625,-17.041726023299024
1_split0_strawberry_dyson_lincoln_tbd__230_2.pcd,21.5,5256,22.0,6256.660130718954,-15.993519063084666
1_split0_strawberry_dyson_lincoln_tbd__231_3.pcd,16.66,4330,17.0,5180.464566929134,-16.416762549797166
1_split0_strawberry_dyson_lincoln_tbd__232_2.pcd,11.9,3759,12.0,4447.119047619048,-15.473366920264056
1_split0_strawberry_dyson_lincoln_tbd__233_2.pcd,25.8,5730,26.0,7207.375,-20.498100903588337
1_split0_strawberry_dyson_lincoln_tbd__234_2.pcd,16.3,4481,16.0,5286.2164179104475,-15.232377077530549
1_split0_strawberry_dyson_lincoln_tbd__237_2.pcd,20.6,4738,21.0,5884.586206896552,-19.484568100179896
1_split0_strawberry_dyson_lincoln_tbd__238_2.pcd,19.0,4933,19.0,5906.920863309352,-16.48779263928911
1_split0_strawberry_dyson_lincoln_tbd__238_3.pcd,19.0,4002,19.0,5906.920863309352,-32.24896536436956
1_split0_strawberry_dyson_lincoln_tbd__239_3.pcd,16.6,2656,17.0,5180.464566929134,-48.73046682038367
1_split0_strawberry_dyson_lincoln_tbd__240_2.pcd,7.6,2628,8.0,3975.866666666667,-33.90120393037996
1_split0_strawberry_dyson_lincoln_tbd__240_3.pcd,7.6,1510,8.0,3975.866666666667,-62.020859183741905
1_split0_strawberry_dyson_lincoln_tbd__241_2.pcd,15.5,4483,16.0,5286.2164179104475,-15.194542833869548
1_split1_strawberry_dyson_lincoln_tbd__004_1.pcd,21.2,2222,21.0,5884.586206896552,-62.240335651878375
1_split1_strawberry_dyson_lincoln_tbd__006_3.pcd,13.2,1614,13.0,4787.177777777778,-66.28493707728515
1_split1_strawberry_dyson_lincoln_tbd__007_3.pcd,24.7,320,25.0,5660.064516129032,-94.3463541963502
1_split1_strawberry_dyson_lincoln_tbd__009_1.pcd,19.5,1980,20.0,5588.3515625,-64.5691582239284
1_split1_strawberry_dyson_lincoln_tbd__009_2.pcd,19.5,2010,20.0,5588.3515625,-64.03232728792732
1_split1_strawberry_dyson_lincoln_tbd__009_3.pcd,19.5,1814,20.0,5588.3515625,-67.53962273646775
1_split1_strawberry_dyson_lincoln_tbd__010_1.pcd,19.5,2808,20.0,5588.3515625,-49.752624390298465
1_split1_strawberry_dyson_lincoln_tbd__010_2.pcd,19.5,2718,20.0,5588.3515625,-51.36311719830171
1_split1_strawberry_dyson_lincoln_tbd__012_1.pcd,13.8,2625,14.0,4591.616279069767,-42.83058861068834
1_split1_strawberry_dyson_lincoln_tbd__012_2.pcd,13.8,2286,14.0,4591.616279069767,-50.213609738679445
1_split1_strawberry_dyson_lincoln_tbd__012_3.pcd,13.8,547,14.0,4591.616279069767,-88.08698360763677
1_split1_strawberry_dyson_lincoln_tbd__013_1.pcd,13.9,117,14.0,4591.616279069767,-97.45187766379068
1_split1_strawberry_dyson_lincoln_tbd__013_2.pcd,13.9,3825,14.0,4591.616279069767,-16.696000547003003
1_split1_strawberry_dyson_lincoln_tbd__014_1.pcd,21.6,4532,22.0,6256.660130718954,-27.565188050589747
1_split1_strawberry_dyson_lincoln_tbd__014_2.pcd,21.6,3854,22.0,6256.660130718954,-38.40164050021467
1_split1_strawberry_dyson_lincoln_tbd__014_3.pcd,21.6,4404,22.0,6256.660130718954,-29.61100798208236
1_split1_strawberry_dyson_lincoln_tbd__015_2.pcd,16.9,4175,17.0,5180.464566929134,-19.4087722044811
1_split1_strawberry_dyson_lincoln_tbd__016_2.pcd,18.4,4495,18.0,5842.583333333333,-23.06485430246323
1_split1_strawberry_dyson_lincoln_tbd__016_3.pcd,18.4,4820,18.0,5842.583333333333,-17.502246437791495
1_split1_strawberry_dyson_lincoln_tbd__017_3.pcd,24.7,530,25.0,5660.064516129032,-90.63614913770503
1_split1_strawberry_dyson_lincoln_tbd__019_3.pcd,15.9,3623,16.0,5286.2164179104475,-31.46326760809935
1_split1_strawberry_dyson_lincoln_tbd__020_3.pcd,22.9,3630,23.0,5770.346534653465,-37.09216633350777
1_split1_strawberry_dyson_lincoln_tbd__023_1.pcd,10.4,2448,10.0,3807.6666666666665,-35.70865797076074
1_split1_strawberry_dyson_lincoln_tbd__023_2.pcd,10.4,1990,10.0,3807.6666666666665,-47.737021798126584
1_split1_strawberry_dyson_lincoln_tbd__023_3.pcd,10.4,1818,10.0,3807.6666666666665,-52.25422393416791
1_split1_strawberry_dyson_lincoln_tbd__024_2.pcd,20.2,4131,20.0,5588.3515625,-26.078380112650617
1_split1_strawberry_dyson_lincoln_tbd__024_3.pcd,20.2,1110,20.0,5588.3515625,-80.13725536795985
1_split1_strawberry_dyson_lincoln_tbd__025_1.pcd,27.9,3668,28.0,5935.125,-38.1984372696447
1_split1_strawberry_dyson_lincoln_tbd__025_2.pcd,27.9,2833,28.0,5935.125,-52.2672226785451
1_split1_strawberry_dyson_lincoln_tbd__025_3.pcd,27.9,1261,28.0,5935.125,-78.75360670584023
1_split1_strawberry_dyson_lincoln_tbd__026_1.pcd,21.3,3183,21.0,5884.586206896552,-45.90953572454044
1_split1_strawberry_dyson_lincoln_tbd__026_2.pcd,21.3,3112,21.0,5884.586206896552,-47.11607765465594
1_split1_strawberry_dyson_lincoln_tbd__027_2.pcd,20.3,4101,20.0,5588.3515625,-26.615211048651698
1_split1_strawberry_dyson_lincoln_tbd__029_1.pcd,15.7,2294,16.0,5286.2164179104475,-56.604122520833535
1_split1_strawberry_dyson_lincoln_tbd__029_2.pcd,15.7,2340,16.0,5286.2164179104475,-55.733934916630545
1_split1_strawberry_dyson_lincoln_tbd__029_3.pcd,15.7,2695,16.0,5286.2164179104475,-49.01835666680313
1_split1_strawberry_dyson_lincoln_tbd__030_3.pcd,20.4,2388,20.0,5588.3515625,-57.268257494313644
1_split1_strawberry_dyson_lincoln_tbd__031_3.pcd,23.3,2444,23.0,5770.346534653465,-57.645524660907164
1_split1_strawberry_dyson_lincoln_tbd__032_1.pcd,13.9,3325,14.0,4591.616279069767,-27.585412240205226
1_split1_strawberry_dyson_lincoln_tbd__032_2.pcd,13.9,2811,14.0,4591.616279069767,-38.77972746081711
1_split1_strawberry_dyson_lincoln_tbd__032_3.pcd,13.9,1988,14.0,4591.616279069767,-56.703699107827966
1_split1_strawberry_dyson_lincoln_tbd__034_3.pcd,17.3,174,17.0,5180.464566929134,-96.6412278715161
1_split1_strawberry_dyson_lincoln_tbd__036_3.pcd,15.9,349,16.0,5286.2164179104475,-93.39792448115558
1_split1_strawberry_dyson_lincoln_tbd__037_1.pcd,22.6,4112,23.0,5770.346534653465,-28.73911514142809
1_split1_strawberry_dyson_lincoln_tbd__037_2.pcd,22.6,3639,23.0,5770.346534653465,-36.93619649797101
1_split1_strawberry_dyson_lincoln_tbd__037_3.pcd,22.6,3959,23.0,5770.346534653465,-31.390602345552963
1_split1_strawberry_dyson_lincoln_tbd__040_1.pcd,22.4,1882,22.0,6256.660130718954,-69.9200538197727
1_split1_strawberry_dyson_lincoln_tbd__040_2.pcd,22.4,4143,22.0,6256.660130718954,-33.78256268614151
1_split1_strawberry_dyson_lincoln_tbd__040_3.pcd,22.4,2433,22.0,6256.660130718954,-61.113438333425606
1_split1_strawberry_dyson_lincoln_tbd__041_1.pcd,16.4,3967,16.0,5286.2164179104475,-24.955777698407427
1_split1_strawberry_dyson_lincoln_tbd__041_2.pcd,16.4,3774,16.0,5286.2164179104475,-28.606782211693883
1_split1_strawberry_dyson_lincoln_tbd__041_3.pcd,16.4,2332,16.0,5286.2164179104475,-55.88527189127455
1_split1_strawberry_dyson_lincoln_tbd__043_1.pcd,16.7,2052,17.0,5180.464566929134,-60.38965282960365
1_split1_strawberry_dyson_lincoln_tbd__043_2.pcd,16.7,1818,17.0,5180.464566929134,-64.90662224377165
1_split1_strawberry_dyson_lincoln_tbd__043_3.pcd,16.7,926,17.0,5180.464566929134,-82.12515522427533
1_split1_strawberry_dyson_lincoln_tbd__044_2.pcd,12.7,3801,13.0,4787.177777777778,-20.60040014297452
1_split1_strawberry_dyson_lincoln_tbd__044_3.pcd,12.7,1953,13.0,4787.177777777778,-59.203520515451004
1_split1_strawberry_dyson_lincoln_tbd__047_2.pcd,19.4,4191,19.0,5906.920863309352,-29.049328796120143
1_split1_strawberry_dyson_lincoln_tbd__047_3.pcd,19.4,2617,19.0,5906.920863309352,-55.69603757085335
1_split1_strawberry_dyson_lincoln_tbd__048_1.pcd,30.4,2450,30.0,6917.291666666667,-64.58151371863988
1_split1_strawberry_dyson_lincoln_tbd__048_3.pcd,30.4,1812,30.0,6917.291666666667,-73.80477667680631
1_split1_strawberry_dyson_lincoln_tbd__050_2.pcd,13.1,3900,13.0,4787.177777777778,-18.53237583730614
1_split1_strawberry_dyson_lincoln_tbd__050_3.pcd,13.1,2996,13.0,4787.177777777778,-37.41615333553056
1_split1_strawberry_dyson_lincoln_tbd__051_1.pcd,23.8,5067,24.0,6770.083333333333,-25.156017281914302
1_split1_strawberry_dyson_lincoln_tbd__051_2.pcd,23.8,4496,24.0,6770.083333333333,-33.59018229711598
1_split1_strawberry_dyson_lincoln_tbd__051_3.pcd,23.8,1916,24.0,6770.083333333333,-71.69901896825495
1_split1_strawberry_dyson_lincoln_tbd__055_2.pcd,24.0,5719,24.0,6770.083333333333,-15.525412045641977
1_split1_strawberry_dyson_lincoln_tbd__055_3.pcd,24.0,3340,24.0,6770.083333333333,-50.66530446449453
1_split1_strawberry_dyson_lincoln_tbd__060_1.pcd,32.1,5074,32.0,6760.25,-24.943604156651013
1_split1_strawberry_dyson_lincoln_tbd__060_2.pcd,32.1,4510,32.0,6760.25,-33.28649088421286
1_split1_strawberry_dyson_lincoln_tbd__060_3.pcd,32.1,1556,32.0,6760.25,-76.98309973743575
1_split1_strawberry_dyson_lincoln_tbd__061_3.pcd,31.0,3288,31.0,6621.375,-50.342640312623885
1_split1_strawberry_dyson_lincoln_tbd__064_1.pcd,15.3,2692,15.0,5259.9473684210525,-48.820780676212486
1_split1_strawberry_dyson_lincoln_tbd__064_3.pcd,15.3,3141,15.0,5259.9473684210525,-40.28457358988983
1_split1_strawberry_dyson_lincoln_tbd__068_2.pcd,8.9,3014,9.0,3774.3333333333335,-20.144837940475142
1_split1_strawberry_dyson_lincoln_tbd__068_3.pcd,8.9,914,9.0,3774.3333333333335,-75.78380287909565
1_split1_strawberry_dyson_lincoln_tbd__070_1.pcd,28.7,5646,29.0,6919.952380952381,-18.409843172606468
1_split1_strawberry_dyson_lincoln_tbd__070_2.pcd,28.7,4163,29.0,6919.952380952381,-39.84062648380459
1_split1_strawberry_dyson_lincoln_tbd__071_3.pcd,20.6,739,21.0,5884.586206896552,-87.44176779781193
1_split1_strawberry_dyson_lincoln_tbd__072_3.pcd,21.5,3005,22.0,6256.660130718954,-51.971180514568005
1_split1_strawberry_dyson_lincoln_tbd__074_2.pcd,17.4,4070,17.0,5180.464566929134,-21.435617454428282
1_split1_strawberry_dyson_lincoln_tbd__074_3.pcd,17.4,2418,17.0,5180.464566929134,-53.32464938693061
1_split1_strawberry_dyson_lincoln_tbd__075_2.pcd,23.9,4559,24.0,6770.083333333333,-32.659617680727706
1_split1_strawberry_dyson_lincoln_tbd__078_2.pcd,12.6,3780,13.0,4787.177777777778,-21.039071965389027
1_split1_strawberry_dyson_lincoln_tbd__078_3.pcd,12.6,1692,13.0,4787.177777777778,-64.65558459403128
1_split1_strawberry_dyson_lincoln_tbd__079_1.pcd,14.9,3923,15.0,5259.9473684210525,-25.417504677853486
1_split1_strawberry_dyson_lincoln_tbd__079_2.pcd,14.9,3322,15.0,5259.9473684210525,-36.84347451945686
1_split1_strawberry_dyson_lincoln_tbd__079_3.pcd,14.9,2981,15.0,5259.9473684210525,-43.32642912176428
1_split1_strawberry_dyson_lincoln_tbd__084_2.pcd,23.0,4650,23.0,5770.346534653465,-19.415584972675244
1_split1_strawberry_dyson_lincoln_tbd__084_3.pcd,23.0,4404,23.0,5770.346534653465,-23.678760477346618
1_split1_strawberry_dyson_lincoln_tbd__085_2.pcd,22.0,4788,22.0,6256.660130718954,-23.473548187604525
1_split1_strawberry_dyson_lincoln_tbd__085_3.pcd,22.0,4615,22.0,6256.660130718954,-26.238601688762508
1_split1_strawberry_dyson_lincoln_tbd__087_2.pcd,26.0,4273,26.0,7207.375,-40.71350526370558
1_split1_strawberry_dyson_lincoln_tbd__087_3.pcd,26.0,5078,26.0,7207.375,-29.544390294663454
1_split1_strawberry_dyson_lincoln_tbd__089_1.pcd,29.1,5423,29.0,6919.952380952381,-21.63240870085811
1_split1_strawberry_dyson_lincoln_tbd__089_2.pcd,29.1,3489,29.0,6919.952380952381,-49.58057790103152
1_split1_strawberry_dyson_lincoln_tbd__089_3.pcd,29.1,5878,29.0,6919.952380952381,-15.057218945905213
1_split1_strawberry_dyson_lincoln_tbd__098_1.pcd,23.9,5043,24.0,6770.083333333333,-25.510518088157454
1_split1_strawberry_dyson_lincoln_tbd__098_2.pcd,23.9,3162,24.0,6770.083333333333,-53.29451877746458
1_split1_strawberry_dyson_lincoln_tbd__098_3.pcd,23.9,5467,24.0,6770.083333333333,-19.247670511195082
1_split1_strawberry_dyson_lincoln_tbd__102_2.pcd,25.8,5350,26.0,7207.375,-25.770478156055432
1_split1_strawberry_dyson_lincoln_tbd__104_2.pcd,28.5,4551,28.0,5935.125,-23.320907310292537
1_split1_strawberry_dyson_lincoln_tbd__106_1.pcd,30.6,3500,31.0,6621.375,-47.14088841063979
1_split1_strawberry_dyson_lincoln_tbd__106_2.pcd,30.6,2819,31.0,6621.375,-57.425761265598155
1_split1_strawberry_dyson_lincoln_tbd__110_1.pcd,23.9,5566,24.0,6770.083333333333,-17.785354685442076
1_split1_strawberry_dyson_lincoln_tbd__110_2.pcd,23.9,3934,24.0,6770.083333333333,-41.891409509976484
1_split1_strawberry_dyson_lincoln_tbd__110_3.pcd,23.9,3133,24.0,6770.083333333333,-53.72287391834172
1_split1_strawberry_dyson_lincoln_tbd__115_2.pcd,21.8,4758,22.0,6256.660130718954,-23.953037234048104
1_split1_strawberry_dyson_lincoln_tbd__115_3.pcd,21.8,3561,22.0,6256.660130718954,-43.08465018714697
1_split1_strawberry_dyson_lincoln_tbd__120_2.pcd,27.87,4383,28.0,5935.125,-26.151513236873697
1_split1_strawberry_dyson_lincoln_tbd__120_3.pcd,27.87,748,28.0,5935.125,-87.39706408879341
1_split1_strawberry_dyson_lincoln_tbd__123_2.pcd,20.78,4768,21.0,5884.586206896552,-18.97476165083532
1_split1_strawberry_dyson_lincoln_tbd__123_3.pcd,20.78,4531,21.0,5884.586206896552,-23.002232600657475
1_split1_strawberry_dyson_lincoln_tbd__124_3.pcd,22.77,2650,23.0,5770.346534653465,-54.07554842528805
1_split1_strawberry_dyson_lincoln_tbd__129_2.pcd,20.89,4634,21.0,5884.586206896552,-21.25189712457443
1_split1_strawberry_dyson_lincoln_tbd__130_2.pcd,16.42,3757,16.0,5286.2164179104475,-28.92837328281238
1_split1_strawberry_dyson_lincoln_tbd__130_3.pcd,16.42,3890,16.0,5286.2164179104475,-26.41239607935591
1_split1_strawberry_dyson_lincoln_tbd__134_2.pcd,16.71,3846,17.0,5180.464566929134,-25.759553987648935
1_split1_strawberry_dyson_lincoln_tbd__134_3.pcd,16.71,3539,17.0,5180.464566929134,-31.685663432732603
1_split1_strawberry_dyson_lincoln_tbd__135_2.pcd,18.17,2483,18.0,5842.583333333333,-57.501675913907945
1_split1_strawberry_dyson_lincoln_tbd__138_2.pcd,21.4,4455,21.0,5884.586206896552,-24.2937422723304
1_split1_strawberry_dyson_lincoln_tbd__142_2.pcd,24.6,4115,25.0,5660.064516129032,-27.29764849369094
1_split1_strawberry_dyson_lincoln_tbd__142_3.pcd,24.6,4117,25.0,5660.064516129032,-27.26231320741813
1_split1_strawberry_dyson_lincoln_tbd__143_1.pcd,27.1,5082,27.0,7008.030303030303,-27.483190279549436
1_split1_strawberry_dyson_lincoln_tbd__143_2.pcd,27.1,3497,27.0,7008.030303030303,-50.10010161503038
1_split1_strawberry_dyson_lincoln_tbd__143_3.pcd,27.1,2662,27.0,7008.030303030303,-62.015004432144934
1_split1_strawberry_dyson_lincoln_tbd__144_2.pcd,20.5,4138,20.0,5588.3515625,-25.95311956091703
1_split1_strawberry_dyson_lincoln_tbd__144_3.pcd,20.5,3883,20.0,5588.3515625,-30.51618251692625
1_split1_strawberry_dyson_lincoln_tbd__145_2.pcd,16.7,4200,17.0,5180.464566929134,-18.926190002112726
1_split1_strawberry_dyson_lincoln_tbd__147_2.pcd,19.2,3815,19.0,5906.920863309352,-35.414743344595166
1_split1_strawberry_dyson_lincoln_tbd__147_3.pcd,19.2,3130,19.0,5906.920863309352,-47.011309742747805
1_split1_strawberry_dyson_lincoln_tbd__149_1.pcd,17.7,3575,18.0,5842.583333333333,-38.811313488610914
1_split1_strawberry_dyson_lincoln_tbd__149_2.pcd,17.7,2453,18.0,5842.583333333333,-58.015147409108415
1_split1_strawberry_dyson_lincoln_tbd__149_3.pcd,17.7,3845,18.0,5842.583333333333,-34.190070031806705
1_split1_strawberry_dyson_lincoln_tbd__153_2.pcd,21.0,4245,21.0,5884.586206896552,-27.862387417742436
1_split1_strawberry_dyson_lincoln_tbd__153_3.pcd,21.0,815,21.0,5884.586206896552,-86.15025812613901
1_split1_strawberry_dyson_lincoln_tbd__154_2.pcd,12.8,3008,13.0,4787.177777777778,-37.16548372272228
1_split1_strawberry_dyson_lincoln_tbd__154_3.pcd,12.8,2308,13.0,4787.177777777778,-51.78787780320578
1_split1_strawberry_dyson_lincoln_tbd__158_1.pcd,30.6,3701,31.0,6621.375,-44.10526514507938
1_split1_strawberry_dyson_lincoln_tbd__158_2.pcd,30.6,2354,31.0,6621.375,-64.44847180532744
1_split1_strawberry_dyson_lincoln_tbd__159_2.pcd,18.7,4591,19.0,5906.920863309352,-22.27761119135948
1_split1_strawberry_dyson_lincoln_tbd__159_3.pcd,18.7,3062,19.0,5906.920863309352,-48.162501735557115
1_split1_strawberry_dyson_lincoln_tbd__160_1.pcd,13.9,2693,14.0,4591.616279069767,-41.34962862041283
1_split1_strawberry_dyson_lincoln_tbd__160_2.pcd,13.9,1939,14.0,4591.616279069767,-57.77086145376178
1_split1_strawberry_dyson_lincoln_tbd__160_3.pcd,13.9,2379,14.0,4591.616279069767,-48.188179163743825
1_split1_strawberry_dyson_lincoln_tbd__162_2.pcd,18.1,3823,18.0,5842.583333333333,-34.56661579495371
1_split1_strawberry_dyson_lincoln_tbd__162_3.pcd,18.1,930,18.0,5842.583333333333,-84.0823836487855
1_split1_strawberry_dyson_lincoln_tbd__163_2.pcd,17.3,3979,17.0,5180.464566929134,-23.192216671049174
1_split1_strawberry_dyson_lincoln_tbd__163_3.pcd,17.3,494,17.0,5180.464566929134,-90.46417568120087
1_split1_strawberry_dyson_lincoln_tbd__164_2.pcd,23.3,3642,23.0,5770.346534653465,-36.8842065527921
1_split1_strawberry_dyson_lincoln_tbd__166_2.pcd,19.6,2514,20.0,5588.3515625,-55.01356756310909
1_split1_strawberry_dyson_lincoln_tbd__167_3.pcd,21.8,1730,22.0,6256.660130718954,-72.34946498842018
1_split1_strawberry_dyson_lincoln_tbd__171_3.pcd,26.7,1880,27.0,7008.030303030303,-73.17363198062829
1_split1_strawberry_dyson_lincoln_tbd__183_2.pcd,19.2,3353,19.0,5906.920863309352,-43.23607717809374
1_split1_strawberry_dyson_lincoln_tbd__183_3.pcd,19.2,2454,19.0,5906.920863309352,-58.455512494793325
1_split1_strawberry_dyson_lincoln_tbd__188_1.pcd,20.6,4150,21.0,5884.586206896552,-29.47677450733359
1_split1_strawberry_dyson_lincoln_tbd__188_2.pcd,20.6,2633,21.0,5884.586206896552,-55.25598729585768
1_split1_strawberry_dyson_lincoln_tbd__192_1.pcd,17.3,3430,17.0,5180.464566929134,-33.78972183505872
1_split1_strawberry_dyson_lincoln_tbd__192_2.pcd,17.3,1879,17.0,5180.464566929134,-63.729121669992814
1_split1_strawberry_dyson_lincoln_tbd__197_2.pcd,20.9,3022,21.0,5884.586206896552,-48.645497002689666
1_split1_strawberry_dyson_lincoln_tbd__198_2.pcd,16.4,4492,16.0,5286.2164179104475,-15.02428873739505
1_split1_strawberry_dyson_lincoln_tbd__202_2.pcd,10.0,3017,10.0,3807.6666666666665,-20.765122997461262
1_split1_strawberry_dyson_lincoln_tbd__202_3.pcd,10.0,1776,10.0,3807.6666666666665,-53.35726166506171
1_split1_strawberry_dyson_lincoln_tbd__203_2.pcd,20.9,4392,21.0,5884.586206896552,-25.364335815954007
1_split1_strawberry_dyson_lincoln_tbd__203_3.pcd,20.9,4143,21.0,5884.586206896552,-29.595729345513995
1_split1_strawberry_dyson_lincoln_tbd__206_2.pcd,21.0,4538,21.0,5884.586206896552,-22.88327776247707
1_split1_strawberry_dyson_lincoln_tbd__206_3.pcd,21.0,3846,21.0,5884.586206896552,-34.6428131940253
1_split1_strawberry_dyson_lincoln_tbd__211_2.pcd,22.1,4441,22.0,6256.660130718954,-29.019638158135276
1_split1_strawberry_dyson_lincoln_tbd__211_3.pcd,22.1,3648,22.0,6256.660130718954,-41.69413195246059
1_split1_strawberry_dyson_lincoln_tbd__215_2.pcd,10.1,2598,10.0,3807.6666666666665,-31.76923750328285
1_split1_strawberry_dyson_lincoln_tbd__215_3.pcd,10.1,2645,10.0,3807.6666666666665,-30.53488575680644
1_split1_strawberry_dyson_lincoln_tbd__225_2.pcd,19.1,4792,19.0,5906.920863309352,-18.874823094967244
1_split1_strawberry_dyson_lincoln_tbd__229_2.pcd,20.0,3344,20.0,5588.3515625,-40.16124500041241
1_split1_strawberry_dyson_lincoln_tbd__236_2.pcd,22.8,3747,23.0,5770.346534653465,-35.06455847152992
1_split1_strawberry_dyson_lincoln_tbd__236_3.pcd,22.8,1431,23.0,5770.346534653465,-75.20079614965555
1_split1_strawberry_dyson_lincoln_tbd__239_2.pcd,16.6,4239,17.0,5180.464566929134,-18.173361766418054
1_split1_strawberry_dyson_lincoln_tbd__240_2.pcd,7.6,2890,8.0,3975.866666666667,-27.311445722525907
1_split1_strawberry_dyson_lincoln_tbd__66_3.pcd,13.2,3649,13.0,4787.177777777778,-23.775548571879515
1_split2_strawberry_dyson_lincoln_tbd__003_1.pcd,22.8,2193,23.0,5770.346534653465,-61.995350074210066
1_split2_strawberry_dyson_lincoln_tbd__003_2.pcd,22.8,1452,23.0,5770.346534653465,-74.83686653340311
1_split2_strawberry_dyson_lincoln_tbd__003_3.pcd,22.8,2341,23.0,5770.346534653465,-59.43051277871672
1_split2_strawberry_dyson_lincoln_tbd__013_3.pcd,13.9,584,14.0,4591.616279069767,-87.2811671423398
1_split2_strawberry_dyson_lincoln_tbd__014_2.pcd,21.6,4900,22.0,6256.660130718954,-21.683455747548493
1_split2_strawberry_dyson_lincoln_tbd__014_3.pcd,21.6,1672,22.0,6256.660130718954,-73.27647714487777
1_split2_strawberry_dyson_lincoln_tbd__015_1.pcd,16.9,3506,17.0,5180.464566929134,-32.32267193985886
1_split2_strawberry_dyson_lincoln_tbd__015_2.pcd,16.9,3226,17.0,5180.464566929134,-37.72759260638468
1_split2_strawberry_dyson_lincoln_tbd__015_3.pcd,16.9,905,17.0,5180.464566929134,-82.53052427426476
1_split2_strawberry_dyson_lincoln_tbd__017_1.pcd,24.7,238,25.0,5660.064516129032,-95.79510093353547
1_split2_strawberry_dyson_lincoln_tbd__021_1.pcd,29.7,2189,30.0,6917.291666666667,-68.3546667469807
1_split2_strawberry_dyson_lincoln_tbd__021_2.pcd,29.7,1779,30.0,6917.291666666667,-74.28184200222871
1_split2_strawberry_dyson_lincoln_tbd__021_3.pcd,29.7,3463,30.0,6917.291666666667,-49.93705388067344
1_split2_strawberry_dyson_lincoln_tbd__024_1.pcd,20.2,2074,20.0,5588.3515625,-62.887087957791664
1_split2_strawberry_dyson_lincoln_tbd__024_2.pcd,20.2,1867,20.0,5588.3515625,-66.59122141619915
1_split2_strawberry_dyson_lincoln_tbd__024_3.pcd,20.2,157,20.0,5588.3515625,-97.19058476826099
1_split2_strawberry_dyson_lincoln_tbd__029_1.pcd,15.7,1072,16.0,5286.2164179104475,-79.72084539770425
1_split2_strawberry_dyson_lincoln_tbd__029_2.pcd,15.7,972,16.0,5286.2164179104475,-81.61255758075423
1_split2_strawberry_dyson_lincoln_tbd__029_3.pcd,15.7,1955,16.0,5286.2164179104475,-63.01702682137296
1_split2_strawberry_dyson_lincoln_tbd__030_2.pcd,20.4,4593,20.0,5588.3515625,-17.811183698233908
1_split2_strawberry_dyson_lincoln_tbd__030_3.pcd,20.4,222,20.0,5588.3515625,-96.02745107359198
1_split2_strawberry_dyson_lincoln_tbd__032_1.pcd,13.9,2541,14.0,4591.616279069767,-44.66000977514631
1_split2_strawberry_dyson_lincoln_tbd__032_2.pcd,13.9,2179,14.0,4591.616279069767,-52.54394384102472
